video_id,start,end,split,surgery_id,phase_id,operation_id
case_0922,326.63,340.2,val,1,1,32
case_0922,340.2,349.5,val,1,0,0
case_0922,349.5,428.6,val,1,5,69
case_0922,428.6,467.43,val,1,8,12
case_0922,467.43,471.77,val,2,0,0
case_0922,471.77,475.33,val,2,14,11
case_0922,475.33,491.27,val,2,4,7
case_0922,491.27,494.5,val,2,0,0
case_0922,494.5,517.57,val,2,4,6
case_0922,517.57,561.5,val,1,5,69
case_0922,561.75,587.21,val,2,29,47
case_0922,587.21,602.13,val,1,5,4
case_0922,602.13,604.67,val,1,18,18
case_0922,604.67,626.13,val,3,2,1
case_0922,626.13,634.93,val,1,21,35
case_0922,634.93,639.57,val,5,3,2
case_0923,0,14.06,train,5,3,2
case_0923,13.91,17.28,train,10,14,11
case_0923,17.28,30.32,train,3,2,1
case_0923,30.32,37,train,10,32,77
case_0923,37.92,168.64,train,10,38,86
case_0923,168.49,205.16,train,10,38,138
case_0923,205.01,226.88,train,10,38,86
case_0923,226.88,288.72,train,12,49,100
case_0923,288.72,310,train,15,61,155
case_0923,310,313.32,train,15,61,162
case_0923,313.32,339,train,15,61,155
case_0923,339,342.84,train,15,61,162
case_0923,343.15,372,train,15,61,155
case_0923,372,382,train,15,0,156
case_0923,382,400,train,15,61,155
case_0923,400,406.31,train,15,61,162
case_0923,406.16,420.58,train,5,3,2
case_0925,0,21.5,test,5,3,2
case_0925,21.5,41,test,9,17,25
case_0925,41,46,test,9,16,14
case_0925,46,60.73,test,9,23,37
case_0925,60.73,181,test,9,9,48
case_0925,181,184.3,test,9,19,23
case_0925,184.3,213,test,9,22,106
case_0925,213,221.83,test,9,22,110
case_0925,221.83,228,test,9,16,14
case_0925,228,251,test,9,22,87
case_0925,251,263,test,9,13,30
case_0925,263,309.87,test,9,13,21
case_0925,309.87,314.77,test,3,2,1
case_0925,314.77,324.87,test,5,3,2
case_0927,0,4.29,train,0,6,8
case_0927,4.29,15.12,train,0,10,5
case_0927,15.12,26.67,train,0,0,0
case_0927,26.67,38.21,train,0,6,13
case_0927,38.21,74.67,train,0,7,3
case_0927,74.67,97.55,train,0,1,10
case_0927,97.55,105.59,train,0,0,0
case_0927,105.59,113.65,train,3,2,1
case_0927,113.65,134.62,train,0,1,24
case_0927,134.62,158.85,train,0,1,9
case_0927,158.85,170.78,train,3,2,1
case_0927,170.78,202.26,train,0,8,12
case_0927,202.26,210.9,train,2,0,0
case_0927,210.9,215.88,train,3,2,1
case_0927,215.88,225.95,train,2,4,7
case_0927,225.95,244.67,train,2,4,6
case_0927,244.67,269.87,train,2,11,17
case_0927,269.87,275.08,train,3,2,1
case_0927,275.08,280.87,train,0,5,4
case_0927,280.87,286.72,train,2,4,6
case_0927,286.72,289.74,train,0,5,4
case_0927,289.74,296.84,train,0,5,19
case_0928,0,17.12,train,4,33,53
case_0928,17.12,32.83,train,4,20,27
case_0928,32.83,39.67,train,4,14,11
case_0928,39.67,78,train,4,22,131
case_0928,78,95,train,4,22,74
case_0928,95,122.66,train,4,9,31
case_0928,122.66,215.82,train,4,9,122
case_0928,215.82,293.76,train,3,2,1
case_0928,293.76,299.73,train,4,22,130
case_0928,299.73,336.5,train,4,22,74
case_0928,336.5,431,train,4,22,150
case_0928,431,499,train,4,22,106
case_0928,499,514.08,train,3,2,1
case_0928,513.85,517.95,train,4,14,11
case_0928,517.95,527.49,train,4,13,30
case_0928,527.49,581.85,train,4,13,21
case_0928,581.85,595.86,train,4,5,76
case_0928,595.86,601.63,train,4,36,78
case_0928,601.63,613.63,train,3,2,1
case_0930,0,4.37,test,0,6,8
case_0930,4.37,18.08,test,0,10,5
case_0930,18.08,26.46,test,0,0,0
case_0930,26.46,41.34,test,0,6,13
case_0930,41.34,73.77,test,0,7,3
case_0930,73.77,92.76,test,0,1,10
case_0930,92.76,96.36,test,0,0,0
case_0930,96.36,113.55,test,0,1,24
case_0930,113.55,174.41,test,0,1,9
case_0930,174.41,182.68,test,3,2,1
case_0930,182.68,223.52,test,0,8,12
case_0930,223.52,241.54,test,0,8,43
case_0930,241.54,252.22,test,2,0,0
case_0930,252.22,263.76,test,2,4,7
case_0930,263.76,283.08,test,2,4,6
case_0930,283.08,313.41,test,2,11,17
case_0930,313.41,321.5,test,0,5,4
case_0930,321.5,328.96,test,0,10,5
case_0930,328.96,334.16,test,0,5,4
case_0932,0,6.07,train,5,3,2
case_0932,6.07,17.12,train,0,6,8
case_0932,17.12,27.51,train,0,0,0
case_0932,27.51,31.19,train,0,14,11
case_0932,31.19,42.7,train,0,6,13
case_0932,42.7,50.13,train,0,0,0
case_0932,50.13,74.75,train,0,7,3
case_0932,74.75,84.77,train,0,1,10
case_0932,84.77,89.36,train,0,0,0
case_0932,89.36,95.37,train,0,1,20
case_0932,95.37,103.9,train,0,1,24
case_0932,103.9,107.48,train,5,3,2
case_0932,107.48,127.42,train,0,1,24
case_0932,127.42,191.88,train,0,1,9
case_0932,191.88,207.11,train,3,2,1
case_0932,207.11,257.59,train,0,8,15
case_0932,257.59,271.98,train,5,3,2
case_0932,271.98,285.38,train,0,8,15
case_0932,285.38,292.25,train,5,3,2
case_0932,292.25,298.7,train,2,6,8
case_0932,298.7,303.93,train,0,0,0
case_0932,303.93,306.85,train,0,14,11
case_0932,306.85,319.54,train,0,6,13
case_0932,319.54,325.63,train,0,0,0
case_0932,325.63,337.34,train,5,3,2
case_0932,337.34,350.96,train,0,7,3
case_0932,350.96,356.92,train,0,0,0
case_0932,356.92,366.13,train,0,7,3
case_0932,366.13,376.96,train,0,1,10
case_0932,376.96,381.38,train,0,0,0
case_0932,381.38,387.22,train,0,1,20
case_0932,387.22,406.81,train,5,3,2
case_0932,406.81,416.98,train,0,1,24
case_0932,416.98,424.91,train,5,3,2
case_0932,424.91,428.91,train,0,1,24
case_0932,428.91,503.59,train,0,1,9
case_0932,503.59,552.68,train,0,8,15
case_0932,552.68,560.46,train,3,2,1
case_0932,560.46,567.43,train,2,4,7
case_0932,567.43,598.82,train,2,4,6
case_0932,598.82,607.84,train,2,11,22
case_0932,607.84,636.5,train,0,5,4
case_0932,636.5,644.59,train,0,5,19
case_0934,0,8.5,train,5,3,2
case_0934,8.5,14.96,train,0,6,8
case_0934,14.96,20.8,train,0,10,5
case_0934,20.8,29.16,train,0,0,0
case_0934,29.16,41.8,train,0,6,13
case_0934,41.8,68.72,train,0,7,3
case_0934,68.72,88.36,train,0,1,10
case_0934,88.36,91.84,train,0,0,0
case_0934,91.84,132.41,train,0,1,9
case_0934,132.41,137.52,train,3,2,1
case_0934,137.52,142.2,train,0,5,4
case_0934,142.2,151,train,3,2,1
case_0934,151,176.62,train,0,8,12
case_0934,176.62,181.4,train,3,2,1
case_0934,181.4,187.08,train,2,0,0
case_0934,187.08,198,train,2,4,7
case_0934,198,207.15,train,2,4,6
case_0934,206.78,224.88,train,2,11,17
case_0934,224.88,239,train,0,5,4
case_0934,239,243.56,train,0,5,19
case_0934,243.56,263.73,train,5,3,2
case_0938,0,4.51,val,0,0,0
case_0938,4.51,7.21,val,0,14,11
case_0938,7.21,13.45,val,3,2,1
case_0938,13.45,17.92,val,0,6,13
case_0938,17.92,24.36,val,3,2,1
case_0938,24.36,62.8,val,0,7,3
case_0938,62.8,76.41,val,0,1,10
case_0938,76.41,82,val,3,2,1
case_0938,82,101.17,val,0,1,28
case_0938,101.17,117.39,val,0,1,29
case_0938,117.39,146.08,val,0,1,9
case_0938,146.08,153.45,val,3,2,1
case_0938,153.45,156.39,val,0,5,4
case_0938,156.39,179.91,val,0,8,12
case_0938,179.91,195.76,val,0,8,50
case_0938,195.76,237.04,val,0,8,43
case_0938,237.04,245.91,val,2,0,0
case_0938,245.91,267.33,val,0,8,43
case_0938,267.33,275,val,3,2,1
case_0938,275,285.59,val,2,4,7
case_0938,285.59,290.42,val,2,10,5
case_0938,290.42,340.57,val,2,11,17
case_0938,340.57,346,val,3,2,1
case_0938,346,364.24,val,0,5,4
case_0938,364.24,372.01,val,0,5,19
case_0938,372.01,377.02,val,5,3,2
case_0944,0,37.1,test,5,3,2
case_0944,37.1,42.28,test,0,6,8
case_0944,42.28,44.04,test,0,18,18
case_0944,44.04,52.16,test,0,12,16
case_0944,52.16,59.24,test,0,12,26
case_0944,59.24,64.92,test,0,0,0
case_0944,64.92,69.15,test,0,6,41
case_0944,69.15,103,test,0,7,3
case_0944,103,124.32,test,0,1,10
case_0944,124.32,126.6,test,0,0,0
case_0944,126.6,143.56,test,0,1,20
case_0944,143.56,158.56,test,0,7,60
case_0944,158.56,187.98,test,0,1,28
case_0944,187.98,218.16,test,3,2,1
case_0944,218.16,327.88,test,0,1,29
case_0944,327.88,373.16,test,3,2,1
case_0944,373.16,409.08,test,0,1,9
case_0944,409.08,412.56,test,3,2,1
case_0944,412.56,427.56,test,0,0,0
case_0944,427.56,563.44,test,0,1,9
case_0944,563.44,570.22,test,0,10,5
case_0944,570.22,574.8,test,0,0,0
case_0944,574.8,615.52,test,0,8,15
case_0944,615.52,625.22,test,0,10,5
case_0944,625.22,634.06,test,2,4,7
case_0944,634.16,641.04,test,2,4,6
case_0944,641.04,645.92,test,2,11,17
case_0944,645.92,651.06,test,0,8,43
case_0944,651.06,655.6,test,0,5,4
case_0944,655.6,658.76,test,5,3,2
case_0946,0,3.57,train,0,6,8
case_0946,3.57,10.94,train,0,10,5
case_0946,10.94,18.09,train,3,2,1
case_0946,18.09,25.59,train,0,0,0
case_0946,25.59,38.94,train,0,6,13
case_0946,38.94,45,train,0,16,14
case_0946,45,80.15,train,0,7,3
case_0946,80.15,92.99,train,0,1,10
case_0946,92.99,96.1,train,0,1,20
case_0946,96.1,100.47,train,0,0,0
case_0946,100.47,121.05,train,0,1,24
case_0946,121.05,169.27,train,0,1,9
case_0946,169.27,181.71,train,3,2,1
case_0946,181.71,201.43,train,0,8,12
case_0946,201.43,204.9,train,0,8,50
case_0946,204.9,212.88,train,2,0,0
case_0946,212.88,217,train,3,2,1
case_0946,217,234,train,2,4,7
case_0946,234,244.61,train,2,4,6
case_0946,244.61,262.73,train,2,11,17
case_0946,262.73,271.47,train,0,5,4
case_0946,271.47,278.11,train,2,4,6
case_0946,278.11,283.73,train,0,5,4
case_0951,0,33.3,test,5,3,2
case_0951,33.3,36.8,test,0,20,27
case_0951,36.8,38.92,test,0,6,8
case_0951,38.92,41.46,test,0,12,16
case_0951,41.46,42.7,test,0,12,26
case_0951,42.7,46.26,test,0,6,41
case_0951,46.26,56.62,test,0,7,3
case_0951,56.62,59.38,test,0,0,0
case_0951,59.38,60.89,test,0,14,11
case_0951,60.89,81.24,test,5,3,2
case_0951,81.24,84.29,test,0,14,11
case_0951,84.29,143.96,test,0,1,28
case_0951,143.96,160.24,test,0,0,0
case_0951,160.24,162.28,test,0,14,11
case_0951,162.28,214,test,0,1,28
case_0951,214,219.36,test,0,1,29
case_0951,219.36,245.95,test,0,1,9
case_0951,245.95,262.52,test,0,0,0
case_0951,262.52,323.4,test,0,1,9
case_0951,323.4,325.96,test,0,0,0
case_0951,325.96,386.08,test,0,1,9
case_0951,386.08,399.78,test,0,8,15
case_0951,399.78,401.1,test,2,0,0
case_0951,401.1,403.04,test,2,4,7
case_0951,403.04,405.48,test,2,4,6
case_0951,405.48,415.42,test,2,11,22
case_0951,415.42,423.78,test,2,4,6
case_0951,423.78,426.4,test,0,5,4
case_0956,0,1.96,val,3,2,1
case_0956,1.96,6.87,val,6,6,8
case_0956,6.87,38.26,val,6,9,48
case_0956,38.26,56.48,val,6,9,49
case_0956,56.48,64.09,val,6,10,5
case_0956,64.09,68.74,val,6,9,52
case_0956,68.74,79.61,val,6,9,56
case_0956,79.61,92.83,val,6,9,62
case_0956,92.83,129.04,val,6,9,56
case_0956,129.04,178.87,val,6,9,49
case_0956,178.87,181.87,val,6,22,110
case_0956,181.87,218.74,val,6,22,87
case_0956,218.74,221.74,val,6,13,30
case_0956,221.74,230.5,val,6,13,21
case_0956,230.5,236.87,val,6,13,51
case_0956,236.87,240.14,val,3,2,1
case_0957,0,30,train,5,3,2
case_0957,30,65.27,train,0,6,8
case_0957,65.27,82,train,0,18,18
case_0957,82,98.76,train,0,12,16
case_0957,98.76,111,train,0,51,114
case_0957,111,120.32,train,0,12,26
case_0957,120.32,131.92,train,0,0,0
case_0957,131.92,164.8,train,0,6,41
case_0957,164.8,231.72,train,0,7,3
case_0957,231.72,243.8,train,0,1,10
case_0957,243.8,250.8,train,0,0,0
case_0957,250.8,262.48,train,0,1,20
case_0957,262.48,314.26,train,0,1,24
case_0957,314.26,387.96,train,0,1,9
case_0957,387.96,402.76,train,0,10,5
case_0957,402.76,411.28,train,0,0,0
case_0957,411.28,456.16,train,0,8,15
case_0957,456.16,478,train,0,10,5
case_0957,478,482.08,train,2,0,0
case_0957,482.08,502.4,train,2,4,7
case_0957,502.4,532.44,train,2,4,6
case_0957,532.44,551.16,train,2,11,17
case_0957,551.16,573.4,train,2,11,22
case_0957,573.4,586.44,train,2,4,6
case_0957,586.44,615.83,train,0,5,4
case_0957,615.83,625.36,train,0,4,6
case_0957,625.36,639.08,train,0,5,4
case_0957,639.08,642,train,0,5,19
case_0957,642,646.51,train,0,5,4
case_0957,646.51,650.36,train,0,5,19
case_0957,650.36,673.54,train,3,2,1
case_0959,0,10.72,test,5,3,2
case_0959,10.72,14.72,test,0,6,8
case_0959,14.72,28.92,test,0,6,13
case_0959,28.92,31.68,test,0,6,8
case_0959,31.68,47.3,test,0,12,16
case_0959,47.3,57.71,test,0,10,5
case_0959,57.71,65.86,test,3,2,1
case_0959,65.86,73.69,test,0,0,0
case_0959,73.69,82.2,test,0,14,11
case_0959,82.2,89.46,test,3,2,1
case_0959,89.46,148.38,test,0,7,3
case_0959,148.38,175.5,test,0,1,24
case_0959,175.5,213.03,test,0,1,9
case_0959,213.03,225.43,test,0,0,0
case_0959,225.43,286.86,test,0,1,9
case_0959,286.86,297.21,test,0,0,0
case_0959,297.21,364.15,test,0,1,9
case_0959,364.15,371.34,test,0,0,0
case_0959,371.34,411.08,test,0,1,9
case_0959,411.08,420.86,test,3,2,1
case_0959,420.86,436.82,test,2,4,7
case_0959,436.82,500.24,test,0,8,12
case_0959,500.24,518,test,0,10,5
case_0959,518,528.37,test,3,2,1
case_0959,528.37,550.03,test,0,1,9
case_0959,550.03,585.37,test,0,5,4
case_0960,0,26.43,train,5,3,2
case_0960,26.43,31,train,1,20,27
case_0960,31,34.6,train,1,6,8
case_0960,34.6,44.84,train,1,6,41
case_0960,44.84,53,train,3,2,1
case_0960,53,70.34,train,1,7,134
case_0960,70.34,78,train,1,7,107
case_0960,78,85,train,1,1,10
case_0960,85,90.32,train,1,1,32
case_0960,90.32,106.04,train,1,8,12
case_0960,106.04,111.51,train,2,0,0
case_0960,111.51,125,train,1,8,50
case_0960,125,126.8,train,1,10,5
case_0960,126.8,135.6,train,2,4,7
case_0960,135.6,139.74,train,1,18,18
case_0960,139.74,149.86,train,5,3,2
case_0961,0,21.16,train,0,6,8
case_0961,21.16,26.33,train,0,18,18
case_0961,26.33,34.73,train,0,12,16
case_0961,34.73,42.5,train,0,0,0
case_0961,42.5,47.58,train,0,14,11
case_0961,47.58,59.09,train,0,6,13
case_0961,59.09,65.07,train,0,0,0
case_0961,65.07,83.98,train,0,7,3
case_0961,83.98,114.61,train,3,2,1
case_0961,114.61,116.3,train,0,0,0
case_0961,116.3,119.02,train,0,14,11
case_0961,119.02,127.4,train,3,2,1
case_0961,127.4,156.63,train,0,7,60
case_0961,156.63,163.4,train,3,2,1
case_0961,164.4,210.88,train,0,7,60
case_0961,210.88,219.09,train,3,2,1
case_0961,219.09,222.36,train,0,7,42
case_0961,222.36,226.96,train,0,0,0
case_0961,226.96,234,train,3,2,1
case_0961,234,248.62,train,0,7,3
case_0961,248.62,253.45,train,3,2,1
case_0961,253.45,256.26,train,0,0,0
case_0961,256.26,258.69,train,0,14,11
case_0961,258.69,270.64,train,0,7,42
case_0961,270.64,275.51,train,0,0,0
case_0961,275.51,298.23,train,0,7,3
case_0961,298.23,311.91,train,0,1,10
case_0961,311.91,315.98,train,0,0,0
case_0961,315.98,328.76,train,0,1,20
case_0961,328.76,337,train,0,19,23
case_0961,337,372.61,train,0,1,9
case_0961,372.61,433.57,train,0,1,46
case_0961,433.57,521.99,train,0,8,15
case_0961,521.99,528.03,train,3,2,1
case_0961,528.03,535.43,train,2,0,0
case_0961,535.43,537.8,train,2,14,11
case_0961,537.8,543.08,train,3,2,1
case_0961,543.08,553.49,train,2,4,7
case_0961,553.49,579.75,train,2,4,6
case_0961,579.75,618.99,train,2,11,22
case_0961,618.99,701.38,train,0,8,50
case_0961,701.38,714,train,0,5,4
case_0961,714,728.32,train,5,3,2
case_0963,0,10,train,5,3,2
case_0963,10,19,train,3,2,1
case_0963,19,34.6,train,4,9,175
case_0963,34.6,49.2,train,4,9,31
case_0963,49.2,65.2,train,4,9,59
case_0963,65.2,73.6,train,4,0,0
case_0963,73.6,108.8,train,4,9,33
case_0963,108.8,114.2,train,4,13,30
case_0963,114.2,174,train,4,13,21
case_0963,175,185.36,train,4,0,0
case_0963,185.36,435.32,train,4,13,21
case_0963,435.32,460.64,train,4,16,14
case_0963,460.64,467.58,train,5,3,2
case_0964,0,16.58,train,7,17,25
case_0964,16.45,64.4,train,7,17,45
case_0964,64.4,69.73,train,7,19,23
case_0964,69.73,78.14,train,7,23,37
case_0964,78.14,95,train,7,39,88
case_0964,95,99.33,train,7,39,109
case_0964,99.33,102.06,train,7,19,23
case_0964,102.2,118.46,train,7,20,27
case_0964,118.46,187.92,train,7,35,64
case_0964,187.92,226.06,train,7,25,63
case_0964,226.06,242,train,7,27,80
case_0964,242,253.39,train,7,25,147
case_0964,253.89,273,train,7,16,14
case_0964,273,355,train,7,5,36
case_0964,355,359,train,7,32,77
case_0964,359,365.5,train,7,32,94
case_0964,365.5,368.48,train,7,30,79
case_0964,368.48,375.24,train,7,16,14
case_0964,375.24,382.2,train,3,2,1
case_0970,0,28,train,5,3,2
case_0970,28,50.84,train,0,6,8
case_0970,50.84,62.68,train,0,18,18
case_0970,62.68,70.16,train,0,12,16
case_0970,70.16,78.52,train,0,12,26
case_0970,78.52,84.2,train,0,0,0
case_0970,84.2,112.88,train,0,6,41
case_0970,112.88,122.32,train,0,0,0
case_0970,122.32,182.24,train,0,7,3
case_0970,182.24,193.12,train,0,10,5
case_0970,193.12,205,train,0,1,10
case_0970,205,225.28,train,0,1,20
case_0970,225.28,231.28,train,0,0,0
case_0970,231.28,253.16,train,0,1,20
case_0970,253.16,275,train,0,14,11
case_0970,275,307,train,0,1,24
case_0970,307,373,train,0,1,9
case_0970,373,381.16,train,0,1,46
case_0970,381.16,393.44,train,0,10,5
case_0970,393.44,397.16,train,0,0,0
case_0970,397.16,438.8,train,0,8,15
case_0970,438.8,460.32,train,0,10,5
case_0970,460.32,488.16,train,2,4,7
case_0970,488.16,492.28,train,2,4,6
case_0970,492.28,513.39,train,0,8,43
case_0970,513.39,520.68,train,2,11,17
case_0970,520.68,539.02,train,0,5,4
case_0970,539.02,546.6,train,5,3,2
case_0972,0,20.41,val,0,7,3
case_0972,20.41,32.84,val,0,1,10
case_0972,32.84,36.81,val,0,0,0
case_0972,36.81,38.83,val,0,14,11
case_0972,38.83,44.82,val,0,1,20
case_0972,44.82,98.17,val,0,1,24
case_0972,98.17,165.65,val,0,1,9
case_0972,165.65,172.83,val,0,0,0
case_0972,172.83,207.61,val,0,1,9
case_0972,207.61,221.26,val,0,0,0
case_0972,221.26,277.61,val,0,8,15
case_0972,277.61,291.06,val,0,42,180
case_0972,291.06,297.65,val,0,0,0
case_0972,297.65,300.64,val,0,14,11
case_0972,300.64,458,val,0,42,82
case_0972,458,472.92,val,0,81,166
case_0972,472.92,479.32,val,0,0,0
case_0972,479.32,481.26,val,0,14,11
case_0972,481.26,528.55,val,0,42,82
case_0972,528.55,536.18,val,0,14,11
case_0972,536.18,542.42,val,2,0,0
case_0972,542.42,544.68,val,0,14,11
case_0972,544.68,567.39,val,3,2,1
case_0972,567.39,599.9,val,2,4,7
case_0972,599.9,623.71,val,2,4,6
case_0972,623.71,629.93,val,2,0,0
case_0972,629.93,647.91,val,2,4,6
case_0972,647.91,675.29,val,0,42,82
case_0972,675.29,710.22,val,3,2,1
case_0972,710.22,762.13,val,2,11,22
case_0972,762.13,785.71,val,3,2,1
case_0972,785.71,842.05,val,0,42,82
case_0972,842.05,887.01,val,0,5,4
case_0972,887.01,899.48,val,0,5,19
case_0975,0,9.21,train,0,6,8
case_0975,9.21,19.15,train,0,10,5
case_0975,19.15,24.71,train,0,12,16
case_0975,24.71,29,train,3,2,1
case_0975,29,36.37,train,0,0,0
case_0975,36.37,95.45,train,0,7,3
case_0975,95.45,112.83,train,0,1,9
case_0975,112.83,120.65,train,0,8,15
case_0975,120.65,130.91,train,0,8,43
case_0975,130.91,139,train,0,8,15
case_0975,139,145.43,train,0,8,43
case_0975,145.43,153,train,0,8,15
case_0975,153,158.93,train,0,8,43
case_0975,158.93,162.68,train,0,8,15
case_0975,162.68,173.22,train,0,8,43
case_0975,173.22,186.04,train,0,6,81
case_0975,186.04,197.09,train,2,4,7
case_0975,197.09,208.83,train,2,4,6
case_0975,208.83,268.5,train,0,7,108
case_0975,268.5,292.64,train,2,4,6
case_0979,0,11.39,train,5,3,2
case_0979,11.39,25.06,train,3,2,1
case_0979,25.06,29.68,train,1,6,8
case_0979,29.68,40.22,train,1,12,16
case_0979,40.22,45,train,1,12,26
case_0979,45,50.57,train,1,0,0
case_0979,50.57,67.3,train,1,17,45
case_0979,67.6,79,train,1,17,25
case_0979,79,82.5,train,1,23,37
case_0979,82.5,87.54,train,1,0,0
case_0979,87.54,116,train,1,7,3
case_0979,116,131.5,train,1,20,27
case_0979,131.75,155.52,train,1,15,39
case_0979,155.52,189.21,train,1,15,40
case_0979,189.21,195,train,1,16,14
case_0979,195,216.02,train,1,15,40
case_0979,216.02,220.79,train,1,16,14
case_0979,220.79,262.6,train,1,15,34
case_0979,262.6,267.37,train,1,6,8
case_0979,267.37,271.39,train,1,7,42
case_0979,271.39,285.5,train,1,7,3
case_0979,285.5,287.94,train,1,0,0
case_0979,287.94,291,train,1,7,42
case_0979,291,297.5,train,1,7,3
case_0979,297.5,338,train,1,1,10
case_0979,338,352.39,train,1,0,0
case_0979,352.39,361.19,train,1,1,38
case_0979,361.19,364.98,train,1,1,32
case_0979,364.98,378.59,train,1,0,0
case_0979,378.59,384,train,1,16,14
case_0979,384,417.75,train,1,8,15
case_0979,417.75,431,train,2,0,0
case_0979,431,452.38,train,2,4,7
case_0979,452.38,461.28,train,2,0,0
case_0979,461.28,480.63,train,2,4,6
case_0979,480.63,484,train,2,11,22
case_0979,484,486.62,train,1,5,4
case_0979,486.62,494.51,train,1,10,5
case_0979,494.51,498.68,train,1,5,19
case_0979,498.68,514.33,train,1,5,90
case_0979,514.33,520.31,train,1,19,23
case_0981,0,11,test,5,3,2
case_0981,11,21,test,8,21,35
case_0981,21,30,test,8,16,14
case_0981,30,56.59,test,8,17,25
case_0981,56.59,57.99,test,8,16,14
case_0981,57.99,60.53,test,8,17,25
case_0981,60.53,83.65,test,8,17,45
case_0981,83.65,94.66,test,8,23,37
case_0981,94.66,99.13,test,8,16,14
case_0981,99.13,116.5,test,8,28,68
case_0981,116.5,146.25,test,8,28,126
case_0981,146.25,149.92,test,8,16,14
case_0981,149.92,166.53,test,8,28,148
case_0981,166.53,193.26,test,3,2,1
case_0981,193.26,328.53,test,8,34,121
case_0981,328.53,338.44,test,8,6,8
case_0981,338.44,355.56,test,8,16,14
case_0981,355.56,373.34,test,8,41,98
case_0981,373.34,384,test,8,41,105
case_0981,384,396.2,test,8,37,67
case_0981,396.2,444.08,test,8,10,5
case_0981,444.08,472,test,8,47,101
case_0981,472,481.71,test,8,47,221
case_0981,481.71,553,test,8,34,61
case_0981,553,559.59,test,8,10,5
case_0981,559.59,574.54,test,8,5,19
case_0981,574.54,581.58,test,8,16,14
case_0981,581.58,600.47,test,8,34,124
case_0981,600.47,616,test,8,16,14
case_0981,616,875.11,test,8,5,36
case_0981,875.11,882.88,test,8,10,5
case_0981,882.88,897,test,8,5,19
case_0981,897,905,test,8,30,79
case_0981,905,911.73,test,8,21,35
case_0982,0,10.61,train,5,3,2
case_0982,10.61,15.55,train,11,20,27
case_0982,15.55,22.16,train,11,12,16
case_0982,22.16,30,train,11,12,26
case_0982,30,34.73,train,11,0,0
case_0982,34.73,37.14,train,11,18,18
case_0982,37.14,40.31,train,11,6,13
case_0982,40.31,52.89,train,11,10,5
case_0982,52.89,89.19,train,11,7,3
case_0982,89.19,104,train,11,1,10
case_0982,104,118.35,train,11,1,176
case_0982,118.35,138.6,train,11,0,0
case_0982,122.66,140.14,train,11,7,108
case_0982,140.14,146.55,train,11,0,0
case_0982,146.55,240.81,train,11,7,108
case_0982,240.81,251.99,train,2,0,0
case_0982,251.99,257,train,2,4,7
case_0982,257,323.16,train,2,4,6
case_0982,323.16,334,train,11,5,44
case_0982,334,338.81,train,11,10,5
case_0982,338.81,342.7,train,11,5,4
case_0982,342.7,359.19,train,11,10,5
case_0982,359.19,360.23,train,11,5,4
case_0982,360.23,367.17,train,11,5,44
case_0982,367.17,374.54,train,11,5,19
case_0984,0,9,train,5,3,2
case_0984,9,31,train,1,17,25
case_0984,31,42.76,train,1,67,140
case_0984,42.76,57.2,train,1,15,39
case_0984,57.2,102,train,1,15,40
case_0984,102,107.6,train,1,15,34
case_0984,107.6,108.76,train,1,12,16
case_0984,108.76,118.4,train,1,12,26
case_0984,118.4,123.16,train,1,0,0
case_0984,123.16,163.28,train,1,7,3
case_0984,163.28,175.36,train,1,1,10
case_0984,175.36,180,train,1,1,20
case_0984,180,201.18,train,1,6,73
case_0984,201.18,223.36,train,1,1,38
case_0984,223.36,229,train,1,1,32
case_0984,229,232,train,1,0,0
case_0984,232,255.5,train,1,5,69
case_0984,255.5,279.68,train,1,8,12
case_0984,279.68,285.32,train,2,0,0
case_0984,285.32,303.84,train,2,4,7
case_0984,303.84,308.12,train,2,4,6
case_0984,308.12,319,train,1,5,69
case_0984,319,331,train,2,29,47
case_0984,331,338,train,1,5,69
case_0984,338,343.52,train,1,5,19
case_0984,343.52,364.44,train,1,5,36
case_0984,364.44,369.06,train,1,16,14
case_0985,0,27.91,train,5,3,2
case_0985,27.91,39.04,train,0,6,8
case_0985,39.04,45.52,train,0,18,18
case_0985,45.52,57.88,train,0,12,16
case_0985,57.88,64.2,train,0,51,114
case_0985,64.2,68.64,train,0,12,26
case_0985,68.64,74.96,train,0,0,0
case_0985,74.96,88.56,train,0,6,41
case_0985,88.56,93.93,train,3,2,1
case_0985,93.93,100.96,train,0,0,0
case_0985,100.96,121.47,train,3,2,1
case_0985,121.47,139.54,train,0,47,101
case_0985,139.54,164.52,train,3,2,1
case_0985,164.52,175.16,train,0,19,23
case_0985,175.16,200.8,train,3,2,1
case_0985,200.8,207.65,train,0,14,11
case_0985,207.65,218.04,train,0,0,0
case_0985,218.04,241.25,train,0,26,57
case_0985,241.25,249,train,3,2,1
case_0985,249,260.44,train,0,21,35
case_0985,260.44,300.7,train,0,26,57
case_0985,300.7,309.71,train,0,0,0
case_0985,309.71,314,train,3,2,1
case_0985,314,345.61,train,0,7,3
case_0985,345.61,352.4,train,0,0,0
case_0985,352.4,369.27,train,3,2,1
case_0985,369.27,387.77,train,0,7,3
case_0985,387.77,409.72,train,0,1,10
case_0985,409.72,421.56,train,0,1,20
case_0985,421.56,425.04,train,0,0,0
case_0985,425.04,434.92,train,0,1,20
case_0985,434.92,467.77,train,0,7,60
case_0985,467.77,485.85,train,0,1,24
case_0985,485.85,538,train,0,1,9
