video_id,start,end,split,surgery_id,phase_id,operation_id,segment_path
case_0960,85,90.32,train,1,1,32,./OphNet_trimmed_videos/case_0960/case_0960_8.mp4
case_0960,90.32,106.04,train,1,8,12,./OphNet_trimmed_videos/case_0960/case_0960_9.mp4
case_0960,106.04,111.51,train,2,0,0,./OphNet_trimmed_videos/case_0960/case_0960_10.mp4
case_0960,111.51,125,train,1,8,50,./OphNet_trimmed_videos/case_0960/case_0960_11.mp4
case_0960,125,126.8,train,1,10,5,./OphNet_trimmed_videos/case_0960/case_0960_12.mp4
case_0960,126.8,135.6,train,2,4,7,./OphNet_trimmed_videos/case_0960/case_0960_13.mp4
case_0960,135.6,139.74,train,1,18,18,./OphNet_trimmed_videos/case_0960/case_0960_14.mp4
case_0960,139.74,149.86,train,5,3,2,./OphNet_trimmed_videos/case_0960/case_0960_15.mp4
case_0961,0,21.16,train,0,6,8,./OphNet_trimmed_videos/case_0961/case_0961_0.mp4
case_0961,21.16,26.33,train,0,18,18,./OphNet_trimmed_videos/case_0961/case_0961_1.mp4
case_0961,26.33,34.73,train,0,12,16,./OphNet_trimmed_videos/case_0961/case_0961_2.mp4
case_0961,34.73,42.5,train,0,0,0,./OphNet_trimmed_videos/case_0961/case_0961_3.mp4
case_0961,42.5,47.58,train,0,14,11,./OphNet_trimmed_videos/case_0961/case_0961_4.mp4
case_0961,47.58,59.09,train,0,6,13,./OphNet_trimmed_videos/case_0961/case_0961_5.mp4
case_0961,59.09,65.07,train,0,0,0,./OphNet_trimmed_videos/case_0961/case_0961_6.mp4
case_0961,65.07,83.98,train,0,7,3,./OphNet_trimmed_videos/case_0961/case_0961_7.mp4
case_0961,83.98,114.61,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_8.mp4
case_0961,114.61,116.3,train,0,0,0,./OphNet_trimmed_videos/case_0961/case_0961_9.mp4
case_0961,116.3,119.02,train,0,14,11,./OphNet_trimmed_videos/case_0961/case_0961_10.mp4
case_0961,119.02,127.4,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_11.mp4
case_0961,127.4,156.63,train,0,7,60,./OphNet_trimmed_videos/case_0961/case_0961_12.mp4
case_0961,156.63,163.4,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_13.mp4
case_0961,164.4,210.88,train,0,7,60,./OphNet_trimmed_videos/case_0961/case_0961_14.mp4
case_0961,210.88,219.09,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_15.mp4
case_0961,219.09,222.36,train,0,7,42,./OphNet_trimmed_videos/case_0961/case_0961_16.mp4
case_0961,222.36,226.96,train,0,0,0,./OphNet_trimmed_videos/case_0961/case_0961_17.mp4
case_0961,226.96,234,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_18.mp4
case_0961,234,248.62,train,0,7,3,./OphNet_trimmed_videos/case_0961/case_0961_19.mp4
case_0961,248.62,253.45,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_20.mp4
case_0961,253.45,256.26,train,0,0,0,./OphNet_trimmed_videos/case_0961/case_0961_21.mp4
case_0961,256.26,258.69,train,0,14,11,./OphNet_trimmed_videos/case_0961/case_0961_22.mp4
case_0961,258.69,270.64,train,0,7,42,./OphNet_trimmed_videos/case_0961/case_0961_23.mp4
case_0961,270.64,275.51,train,0,0,0,./OphNet_trimmed_videos/case_0961/case_0961_24.mp4
case_0961,275.51,298.23,train,0,7,3,./OphNet_trimmed_videos/case_0961/case_0961_25.mp4
case_0961,298.23,311.91,train,0,1,10,./OphNet_trimmed_videos/case_0961/case_0961_26.mp4
case_0961,311.91,315.98,train,0,0,0,./OphNet_trimmed_videos/case_0961/case_0961_27.mp4
case_0961,315.98,328.76,train,0,1,20,./OphNet_trimmed_videos/case_0961/case_0961_28.mp4
case_0961,328.76,337,train,0,19,23,./OphNet_trimmed_videos/case_0961/case_0961_29.mp4
case_0961,337,372.61,train,0,1,9,./OphNet_trimmed_videos/case_0961/case_0961_30.mp4
case_0961,372.61,433.57,train,0,1,46,./OphNet_trimmed_videos/case_0961/case_0961_31.mp4
case_0961,433.57,521.99,train,0,8,15,./OphNet_trimmed_videos/case_0961/case_0961_32.mp4
case_0961,521.99,528.03,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_33.mp4
case_0961,528.03,535.43,train,2,0,0,./OphNet_trimmed_videos/case_0961/case_0961_34.mp4
case_0961,535.43,537.8,train,2,14,11,./OphNet_trimmed_videos/case_0961/case_0961_35.mp4
case_0961,537.8,543.08,train,3,2,1,./OphNet_trimmed_videos/case_0961/case_0961_36.mp4
case_0961,543.08,553.49,train,2,4,7,./OphNet_trimmed_videos/case_0961/case_0961_37.mp4
case_0961,553.49,579.75,train,2,4,6,./OphNet_trimmed_videos/case_0961/case_0961_38.mp4
case_0961,579.75,618.99,train,2,11,22,./OphNet_trimmed_videos/case_0961/case_0961_39.mp4
case_0961,618.99,701.38,train,0,8,50,./OphNet_trimmed_videos/case_0961/case_0961_40.mp4
case_0961,701.38,714,train,0,5,4,./OphNet_trimmed_videos/case_0961/case_0961_41.mp4
case_0961,714,728.32,train,5,3,2,./OphNet_trimmed_videos/case_0961/case_0961_42.mp4
case_0963,0,10,train,5,3,2,./OphNet_trimmed_videos/case_0963/case_0963_0.mp4
case_0963,10,19,train,3,2,1,./OphNet_trimmed_videos/case_0963/case_0963_1.mp4
case_0963,19,34.6,train,4,9,106,./OphNet_trimmed_videos/case_0963/case_0963_2.mp4
case_0963,34.6,49.2,train,4,9,31,./OphNet_trimmed_videos/case_0963/case_0963_3.mp4
case_0963,49.2,65.2,train,4,9,59,./OphNet_trimmed_videos/case_0963/case_0963_4.mp4
case_0963,65.2,73.6,train,4,0,0,./OphNet_trimmed_videos/case_0963/case_0963_5.mp4
case_0963,73.6,108.8,train,4,9,33,./OphNet_trimmed_videos/case_0963/case_0963_6.mp4
case_0963,108.8,114.2,train,4,13,30,./OphNet_trimmed_videos/case_0963/case_0963_7.mp4
case_0963,114.2,174,train,4,13,21,./OphNet_trimmed_videos/case_0963/case_0963_8.mp4
case_0963,175,185.36,train,4,0,0,./OphNet_trimmed_videos/case_0963/case_0963_9.mp4
case_0963,185.36,435.32,train,4,13,21,./OphNet_trimmed_videos/case_0963/case_0963_10.mp4
case_0963,435.32,460.64,train,4,16,14,./OphNet_trimmed_videos/case_0963/case_0963_11.mp4
case_0963,460.64,467.58,train,5,3,2,./OphNet_trimmed_videos/case_0963/case_0963_12.mp4
case_0964,0,16.58,train,7,17,25,./OphNet_trimmed_videos/case_0964/case_0964_0.mp4
case_0964,16.45,64.4,train,7,17,45,./OphNet_trimmed_videos/case_0964/case_0964_1.mp4
case_0964,64.4,69.73,train,7,19,23,./OphNet_trimmed_videos/case_0964/case_0964_2.mp4
case_0964,69.73,78.14,train,7,23,37,./OphNet_trimmed_videos/case_0964/case_0964_3.mp4
case_0964,78.14,95,train,7,39,88,./OphNet_trimmed_videos/case_0964/case_0964_4.mp4
case_0964,95,99.33,train,7,39,106,./OphNet_trimmed_videos/case_0964/case_0964_5.mp4
case_0964,99.33,102.06,train,7,19,23,./OphNet_trimmed_videos/case_0964/case_0964_6.mp4
case_0964,102.2,118.46,train,7,20,27,./OphNet_trimmed_videos/case_0964/case_0964_7.mp4
case_0964,118.46,187.92,train,7,35,64,./OphNet_trimmed_videos/case_0964/case_0964_8.mp4
case_0964,187.92,226.06,train,7,25,63,./OphNet_trimmed_videos/case_0964/case_0964_9.mp4
case_0964,226.06,242,train,7,27,80,./OphNet_trimmed_videos/case_0964/case_0964_10.mp4
case_0964,242,253.39,train,7,25,106,./OphNet_trimmed_videos/case_0964/case_0964_11.mp4
case_0964,253.89,273,train,7,16,14,./OphNet_trimmed_videos/case_0964/case_0964_12.mp4
case_0964,273,355,train,7,5,36,./OphNet_trimmed_videos/case_0964/case_0964_13.mp4
case_0964,355,359,train,7,32,77,./OphNet_trimmed_videos/case_0964/case_0964_14.mp4
case_0964,359,365.5,train,7,32,94,./OphNet_trimmed_videos/case_0964/case_0964_15.mp4
case_0964,365.5,368.48,train,7,30,79,./OphNet_trimmed_videos/case_0964/case_0964_16.mp4
case_0964,368.48,375.24,train,7,16,14,./OphNet_trimmed_videos/case_0964/case_0964_17.mp4
case_0964,375.24,382.2,train,3,2,1,./OphNet_trimmed_videos/case_0964/case_0964_18.mp4
case_0970,0,28,train,5,3,2,./OphNet_trimmed_videos/case_0970/case_0970_0.mp4
case_0970,28,50.84,train,0,6,8,./OphNet_trimmed_videos/case_0970/case_0970_1.mp4
case_0970,50.84,62.68,train,0,18,18,./OphNet_trimmed_videos/case_0970/case_0970_2.mp4
case_0970,62.68,70.16,train,0,12,16,./OphNet_trimmed_videos/case_0970/case_0970_3.mp4
case_0970,70.16,78.52,train,0,12,26,./OphNet_trimmed_videos/case_0970/case_0970_4.mp4
case_0970,78.52,84.2,train,0,0,0,./OphNet_trimmed_videos/case_0970/case_0970_5.mp4
case_0970,84.2,112.88,train,0,6,41,./OphNet_trimmed_videos/case_0970/case_0970_6.mp4
case_0970,112.88,122.32,train,0,0,0,./OphNet_trimmed_videos/case_0970/case_0970_7.mp4
case_0970,122.32,182.24,train,0,7,3,./OphNet_trimmed_videos/case_0970/case_0970_8.mp4
case_0970,182.24,193.12,train,0,10,5,./OphNet_trimmed_videos/case_0970/case_0970_9.mp4
case_0970,193.12,205,train,0,1,10,./OphNet_trimmed_videos/case_0970/case_0970_10.mp4
case_0970,205,225.28,train,0,1,20,./OphNet_trimmed_videos/case_0970/case_0970_11.mp4
case_0970,225.28,231.28,train,0,0,0,./OphNet_trimmed_videos/case_0970/case_0970_12.mp4
case_0970,231.28,253.16,train,0,1,20,./OphNet_trimmed_videos/case_0970/case_0970_13.mp4
case_0970,253.16,275,train,0,14,11,./OphNet_trimmed_videos/case_0970/case_0970_14.mp4
case_0970,275,307,train,0,1,24,./OphNet_trimmed_videos/case_0970/case_0970_15.mp4
case_0970,307,373,train,0,1,9,./OphNet_trimmed_videos/case_0970/case_0970_16.mp4
case_0970,373,381.16,train,0,1,46,./OphNet_trimmed_videos/case_0970/case_0970_17.mp4
case_0970,381.16,393.44,train,0,10,5,./OphNet_trimmed_videos/case_0970/case_0970_18.mp4
case_0970,393.44,397.16,train,0,0,0,./OphNet_trimmed_videos/case_0970/case_0970_19.mp4
case_0970,397.16,438.8,train,0,8,15,./OphNet_trimmed_videos/case_0970/case_0970_20.mp4
case_0970,438.8,460.32,train,0,10,5,./OphNet_trimmed_videos/case_0970/case_0970_21.mp4
case_0970,460.32,488.16,train,2,4,7,./OphNet_trimmed_videos/case_0970/case_0970_22.mp4
case_0970,488.16,492.28,train,2,4,6,./OphNet_trimmed_videos/case_0970/case_0970_23.mp4
case_0970,492.28,513.39,train,0,8,43,./OphNet_trimmed_videos/case_0970/case_0970_24.mp4
case_0970,513.39,520.68,train,2,11,17,./OphNet_trimmed_videos/case_0970/case_0970_25.mp4
case_0970,520.68,539.02,train,0,5,4,./OphNet_trimmed_videos/case_0970/case_0970_26.mp4
case_0970,539.02,546.6,train,5,3,2,./OphNet_trimmed_videos/case_0970/case_0970_27.mp4
case_0972,0,20.41,val,0,7,3,./OphNet_trimmed_videos/case_0972/case_0972_0.mp4
case_0972,20.41,32.84,val,0,1,10,./OphNet_trimmed_videos/case_0972/case_0972_1.mp4
case_0972,32.84,36.81,val,0,0,0,./OphNet_trimmed_videos/case_0972/case_0972_2.mp4
case_0972,36.81,38.83,val,0,14,11,./OphNet_trimmed_videos/case_0972/case_0972_3.mp4
case_0972,38.83,44.82,val,0,1,20,./OphNet_trimmed_videos/case_0972/case_0972_4.mp4
case_0972,44.82,98.17,val,0,1,24,./OphNet_trimmed_videos/case_0972/case_0972_5.mp4
case_0972,98.17,165.65,val,0,1,9,./OphNet_trimmed_videos/case_0972/case_0972_6.mp4
case_0972,165.65,172.83,val,0,0,0,./OphNet_trimmed_videos/case_0972/case_0972_7.mp4
case_0972,172.83,207.61,val,0,1,9,./OphNet_trimmed_videos/case_0972/case_0972_8.mp4
case_0972,207.61,221.26,val,0,0,0,./OphNet_trimmed_videos/case_0972/case_0972_9.mp4
case_0972,221.26,277.61,val,0,8,15,./OphNet_trimmed_videos/case_0972/case_0972_10.mp4
case_0972,277.61,291.06,val,0,42,106,./OphNet_trimmed_videos/case_0972/case_0972_11.mp4
case_0972,291.06,297.65,val,0,0,0,./OphNet_trimmed_videos/case_0972/case_0972_12.mp4
case_0972,297.65,300.64,val,0,14,11,./OphNet_trimmed_videos/case_0972/case_0972_13.mp4
case_0972,300.64,458,val,0,42,82,./OphNet_trimmed_videos/case_0972/case_0972_14.mp4
case_0972,458,472.92,val,0,51,106,./OphNet_trimmed_videos/case_0972/case_0972_15.mp4
case_0972,472.92,479.32,val,0,0,0,./OphNet_trimmed_videos/case_0972/case_0972_16.mp4
case_0972,479.32,481.26,val,0,14,11,./OphNet_trimmed_videos/case_0972/case_0972_17.mp4
case_0972,481.26,528.55,val,0,42,82,./OphNet_trimmed_videos/case_0972/case_0972_18.mp4
case_0972,528.55,536.18,val,0,14,11,./OphNet_trimmed_videos/case_0972/case_0972_19.mp4
case_0972,536.18,542.42,val,2,0,0,./OphNet_trimmed_videos/case_0972/case_0972_20.mp4
case_0972,542.42,544.68,val,0,14,11,./OphNet_trimmed_videos/case_0972/case_0972_21.mp4
case_0972,544.68,567.39,val,3,2,1,./OphNet_trimmed_videos/case_0972/case_0972_22.mp4
case_0972,567.39,599.9,val,2,4,7,./OphNet_trimmed_videos/case_0972/case_0972_23.mp4
case_0972,599.9,623.71,val,2,4,6,./OphNet_trimmed_videos/case_0972/case_0972_24.mp4
case_0972,623.71,629.93,val,2,0,0,./OphNet_trimmed_videos/case_0972/case_0972_25.mp4
case_0972,629.93,647.91,val,2,4,6,./OphNet_trimmed_videos/case_0972/case_0972_26.mp4
case_0972,647.91,675.29,val,0,42,82,./OphNet_trimmed_videos/case_0972/case_0972_27.mp4
case_0972,675.29,710.22,val,3,2,1,./OphNet_trimmed_videos/case_0972/case_0972_28.mp4
case_0972,710.22,762.13,val,2,11,22,./OphNet_trimmed_videos/case_0972/case_0972_29.mp4
case_0972,762.13,785.71,val,3,2,1,./OphNet_trimmed_videos/case_0972/case_0972_30.mp4
case_0972,785.71,842.05,val,0,42,82,./OphNet_trimmed_videos/case_0972/case_0972_31.mp4
case_0972,842.05,887.01,val,0,5,4,./OphNet_trimmed_videos/case_0972/case_0972_32.mp4
case_0972,887.01,899.48,val,0,5,19,./OphNet_trimmed_videos/case_0972/case_0972_33.mp4
case_0975,0,9.21,train,0,6,8,./OphNet_trimmed_videos/case_0975/case_0975_0.mp4
case_0975,9.21,19.15,train,0,10,5,./OphNet_trimmed_videos/case_0975/case_0975_1.mp4
case_0975,19.15,24.71,train,0,12,16,./OphNet_trimmed_videos/case_0975/case_0975_2.mp4
case_0975,24.71,29,train,3,2,1,./OphNet_trimmed_videos/case_0975/case_0975_3.mp4
case_0975,29,36.37,train,0,0,0,./OphNet_trimmed_videos/case_0975/case_0975_4.mp4
case_0975,36.37,95.45,train,0,7,3,./OphNet_trimmed_videos/case_0975/case_0975_5.mp4
case_0975,95.45,112.83,train,0,1,9,./OphNet_trimmed_videos/case_0975/case_0975_6.mp4
case_0975,112.83,120.65,train,0,8,15,./OphNet_trimmed_videos/case_0975/case_0975_7.mp4
case_0975,120.65,130.91,train,0,8,43,./OphNet_trimmed_videos/case_0975/case_0975_8.mp4
case_0975,130.91,139,train,0,8,15,./OphNet_trimmed_videos/case_0975/case_0975_9.mp4
case_0975,139,145.43,train,0,8,43,./OphNet_trimmed_videos/case_0975/case_0975_10.mp4
case_0975,145.43,153,train,0,8,15,./OphNet_trimmed_videos/case_0975/case_0975_11.mp4
case_0975,153,158.93,train,0,8,43,./OphNet_trimmed_videos/case_0975/case_0975_12.mp4
case_0975,158.93,162.68,train,0,8,15,./OphNet_trimmed_videos/case_0975/case_0975_13.mp4
case_0975,162.68,173.22,train,0,8,43,./OphNet_trimmed_videos/case_0975/case_0975_14.mp4
case_0975,173.22,186.04,train,0,6,81,./OphNet_trimmed_videos/case_0975/case_0975_15.mp4
case_0975,186.04,197.09,train,2,4,7,./OphNet_trimmed_videos/case_0975/case_0975_16.mp4
case_0975,197.09,208.83,train,2,4,6,./OphNet_trimmed_videos/case_0975/case_0975_17.mp4
case_0975,208.83,268.5,train,0,7,106,./OphNet_trimmed_videos/case_0975/case_0975_18.mp4
case_0975,268.5,292.64,train,2,4,6,./OphNet_trimmed_videos/case_0975/case_0975_19.mp4
case_0979,0,11.39,train,5,3,2,./OphNet_trimmed_videos/case_0979/case_0979_0.mp4
case_0979,11.39,25.06,train,3,2,1,./OphNet_trimmed_videos/case_0979/case_0979_1.mp4
case_0979,25.06,29.68,train,1,6,8,./OphNet_trimmed_videos/case_0979/case_0979_2.mp4
case_0979,29.68,40.22,train,1,12,16,./OphNet_trimmed_videos/case_0979/case_0979_3.mp4
case_0979,40.22,45,train,1,12,26,./OphNet_trimmed_videos/case_0979/case_0979_4.mp4
case_0979,45,50.57,train,1,0,0,./OphNet_trimmed_videos/case_0979/case_0979_5.mp4
case_0979,50.57,67.3,train,1,17,45,./OphNet_trimmed_videos/case_0979/case_0979_6.mp4
case_0979,67.6,79,train,1,17,25,./OphNet_trimmed_videos/case_0979/case_0979_7.mp4
case_0979,79,82.5,train,1,23,37,./OphNet_trimmed_videos/case_0979/case_0979_8.mp4
case_0979,82.5,87.54,train,1,0,0,./OphNet_trimmed_videos/case_0979/case_0979_9.mp4
case_0979,87.54,116,train,1,7,3,./OphNet_trimmed_videos/case_0979/case_0979_10.mp4
case_0979,116,131.5,train,1,20,27,./OphNet_trimmed_videos/case_0979/case_0979_11.mp4
case_0979,131.75,155.52,train,1,15,39,./OphNet_trimmed_videos/case_0979/case_0979_12.mp4
case_0979,155.52,189.21,train,1,15,40,./OphNet_trimmed_videos/case_0979/case_0979_13.mp4
case_0979,189.21,195,train,1,16,14,./OphNet_trimmed_videos/case_0979/case_0979_14.mp4
case_0979,195,216.02,train,1,15,40,./OphNet_trimmed_videos/case_0979/case_0979_15.mp4
case_0979,216.02,220.79,train,1,16,14,./OphNet_trimmed_videos/case_0979/case_0979_16.mp4
case_0979,220.79,262.6,train,1,15,34,./OphNet_trimmed_videos/case_0979/case_0979_17.mp4
case_0979,262.6,267.37,train,1,6,8,./OphNet_trimmed_videos/case_0979/case_0979_18.mp4
case_0979,267.37,271.39,train,1,7,42,./OphNet_trimmed_videos/case_0979/case_0979_19.mp4
case_0979,271.39,285.5,train,1,7,3,./OphNet_trimmed_videos/case_0979/case_0979_20.mp4
case_0979,285.5,287.94,train,1,0,0,./OphNet_trimmed_videos/case_0979/case_0979_21.mp4
case_0979,287.94,291,train,1,7,42,./OphNet_trimmed_videos/case_0979/case_0979_22.mp4
case_0979,291,297.5,train,1,7,3,./OphNet_trimmed_videos/case_0979/case_0979_23.mp4
case_0979,297.5,338,train,1,1,10,./OphNet_trimmed_videos/case_0979/case_0979_24.mp4
case_0979,338,352.39,train,1,0,0,./OphNet_trimmed_videos/case_0979/case_0979_25.mp4
case_0979,352.39,361.19,train,1,1,38,./OphNet_trimmed_videos/case_0979/case_0979_26.mp4
case_0979,361.19,364.98,train,1,1,32,./OphNet_trimmed_videos/case_0979/case_0979_27.mp4
case_0979,364.98,378.59,train,1,0,0,./OphNet_trimmed_videos/case_0979/case_0979_28.mp4
case_0979,378.59,384,train,1,16,14,./OphNet_trimmed_videos/case_0979/case_0979_29.mp4
case_0979,384,417.75,train,1,8,15,./OphNet_trimmed_videos/case_0979/case_0979_30.mp4
case_0979,417.75,431,train,2,0,0,./OphNet_trimmed_videos/case_0979/case_0979_31.mp4
case_0979,431,452.38,train,2,4,7,./OphNet_trimmed_videos/case_0979/case_0979_32.mp4
case_0979,452.38,461.28,train,2,0,0,./OphNet_trimmed_videos/case_0979/case_0979_33.mp4
case_0979,461.28,480.63,train,2,4,6,./OphNet_trimmed_videos/case_0979/case_0979_34.mp4
case_0979,480.63,484,train,2,11,22,./OphNet_trimmed_videos/case_0979/case_0979_35.mp4
case_0979,484,486.62,train,1,5,4,./OphNet_trimmed_videos/case_0979/case_0979_36.mp4
case_0979,486.62,494.51,train,1,10,5,./OphNet_trimmed_videos/case_0979/case_0979_37.mp4
case_0979,494.51,498.68,train,1,5,19,./OphNet_trimmed_videos/case_0979/case_0979_38.mp4
case_0979,498.68,514.33,train,1,5,90,./OphNet_trimmed_videos/case_0979/case_0979_39.mp4
case_0979,514.33,520.31,train,1,19,23,./OphNet_trimmed_videos/case_0979/case_0979_40.mp4
case_0981,0,11,test,5,3,2,./OphNet_trimmed_videos/case_0981/case_0981_0.mp4
case_0981,11,21,test,8,21,35,./OphNet_trimmed_videos/case_0981/case_0981_1.mp4
case_0981,21,30,test,8,16,14,./OphNet_trimmed_videos/case_0981/case_0981_2.mp4
case_0981,30,56.59,test,8,17,25,./OphNet_trimmed_videos/case_0981/case_0981_3.mp4
case_0981,56.59,57.99,test,8,16,14,./OphNet_trimmed_videos/case_0981/case_0981_4.mp4
case_0981,57.99,60.53,test,8,17,25,./OphNet_trimmed_videos/case_0981/case_0981_5.mp4
case_0981,60.53,83.65,test,8,17,45,./OphNet_trimmed_videos/case_0981/case_0981_6.mp4
case_0981,83.65,94.66,test,8,23,37,./OphNet_trimmed_videos/case_0981/case_0981_7.mp4
case_0981,94.66,99.13,test,8,16,14,./OphNet_trimmed_videos/case_0981/case_0981_8.mp4
case_0981,99.13,116.5,test,8,28,68,./OphNet_trimmed_videos/case_0981/case_0981_9.mp4
case_0981,116.5,146.25,test,8,28,106,./OphNet_trimmed_videos/case_0981/case_0981_10.mp4
case_0981,146.25,149.92,test,8,16,14,./OphNet_trimmed_videos/case_0981/case_0981_11.mp4
case_0981,149.92,166.53,test,8,28,106,./OphNet_trimmed_videos/case_0981/case_0981_12.mp4
case_0981,166.53,193.26,test,3,2,1,./OphNet_trimmed_videos/case_0981/case_0981_13.mp4
case_0981,193.26,328.53,test,8,34,106,./OphNet_trimmed_videos/case_0981/case_0981_14.mp4
case_0981,328.53,338.44,test,8,6,8,./OphNet_trimmed_videos/case_0981/case_0981_15.mp4
case_0981,338.44,355.56,test,8,16,14,./OphNet_trimmed_videos/case_0981/case_0981_16.mp4
case_0981,355.56,373.34,test,8,41,98,./OphNet_trimmed_videos/case_0981/case_0981_17.mp4
case_0981,373.34,384,test,8,41,105,./OphNet_trimmed_videos/case_0981/case_0981_18.mp4
case_0981,384,396.2,test,8,37,67,./OphNet_trimmed_videos/case_0981/case_0981_19.mp4
case_0981,396.2,444.08,test,8,10,5,./OphNet_trimmed_videos/case_0981/case_0981_20.mp4
case_0981,444.08,472,test,8,47,101,./OphNet_trimmed_videos/case_0981/case_0981_21.mp4
case_0981,472,481.71,test,8,47,106,./OphNet_trimmed_videos/case_0981/case_0981_22.mp4
case_0981,481.71,553,test,8,34,61,./OphNet_trimmed_videos/case_0981/case_0981_23.mp4
case_0981,553,559.59,test,8,10,5,./OphNet_trimmed_videos/case_0981/case_0981_24.mp4
case_0981,559.59,574.54,test,8,5,19,./OphNet_trimmed_videos/case_0981/case_0981_25.mp4
case_0981,574.54,581.58,test,8,16,14,./OphNet_trimmed_videos/case_0981/case_0981_26.mp4
case_0981,581.58,600.47,test,8,34,106,./OphNet_trimmed_videos/case_0981/case_0981_27.mp4
case_0981,600.47,616,test,8,16,14,./OphNet_trimmed_videos/case_0981/case_0981_28.mp4
case_0981,616,875.11,test,8,5,36,./OphNet_trimmed_videos/case_0981/case_0981_29.mp4
case_0981,875.11,882.88,test,8,10,5,./OphNet_trimmed_videos/case_0981/case_0981_30.mp4
case_0981,882.88,897,test,8,5,19,./OphNet_trimmed_videos/case_0981/case_0981_31.mp4
case_0981,897,905,test,8,30,79,./OphNet_trimmed_videos/case_0981/case_0981_32.mp4
case_0981,905,911.73,test,8,21,35,./OphNet_trimmed_videos/case_0981/case_0981_33.mp4
case_0982,0,10.61,train,5,3,2,./OphNet_trimmed_videos/case_0982/case_0982_0.mp4
case_0982,10.61,15.55,train,11,20,27,./OphNet_trimmed_videos/case_0982/case_0982_1.mp4
case_0982,15.55,22.16,train,11,12,16,./OphNet_trimmed_videos/case_0982/case_0982_2.mp4
case_0982,22.16,30,train,11,12,26,./OphNet_trimmed_videos/case_0982/case_0982_3.mp4
case_0982,30,34.73,train,11,0,0,./OphNet_trimmed_videos/case_0982/case_0982_4.mp4
case_0982,34.73,37.14,train,11,18,18,./OphNet_trimmed_videos/case_0982/case_0982_5.mp4
case_0982,37.14,40.31,train,11,6,13,./OphNet_trimmed_videos/case_0982/case_0982_6.mp4
case_0982,40.31,52.89,train,11,10,5,./OphNet_trimmed_videos/case_0982/case_0982_7.mp4
case_0982,52.89,89.19,train,11,7,3,./OphNet_trimmed_videos/case_0982/case_0982_8.mp4
case_0982,89.19,104,train,11,1,10,./OphNet_trimmed_videos/case_0982/case_0982_9.mp4
case_0982,104,118.35,train,11,1,106,./OphNet_trimmed_videos/case_0982/case_0982_10.mp4
case_0982,118.35,138.6,train,11,0,0,./OphNet_trimmed_videos/case_0982/case_0982_11.mp4
case_0982,122.66,140.14,train,11,7,106,./OphNet_trimmed_videos/case_0982/case_0982_12.mp4
case_0982,140.14,146.55,train,11,0,0,./OphNet_trimmed_videos/case_0982/case_0982_13.mp4
case_0982,146.55,240.81,train,11,7,106,./OphNet_trimmed_videos/case_0982/case_0982_14.mp4
case_0982,240.81,251.99,train,2,0,0,./OphNet_trimmed_videos/case_0982/case_0982_15.mp4
case_0982,251.99,257,train,2,4,7,./OphNet_trimmed_videos/case_0982/case_0982_16.mp4
case_0982,257,323.16,train,2,4,6,./OphNet_trimmed_videos/case_0982/case_0982_17.mp4
case_0982,323.16,334,train,11,5,44,./OphNet_trimmed_videos/case_0982/case_0982_18.mp4
case_0982,334,338.81,train,11,10,5,./OphNet_trimmed_videos/case_0982/case_0982_19.mp4
case_0982,338.81,342.7,train,11,5,4,./OphNet_trimmed_videos/case_0982/case_0982_20.mp4
case_0982,342.7,359.19,train,11,10,5,./OphNet_trimmed_videos/case_0982/case_0982_21.mp4
case_0982,359.19,360.23,train,11,5,4,./OphNet_trimmed_videos/case_0982/case_0982_22.mp4
case_0982,360.23,367.17,train,11,5,44,./OphNet_trimmed_videos/case_0982/case_0982_23.mp4
case_0982,367.17,374.54,train,11,5,19,./OphNet_trimmed_videos/case_0982/case_0982_24.mp4
case_0984,0,9,train,5,3,2,./OphNet_trimmed_videos/case_0984/case_0984_0.mp4
case_0984,9,31,train,1,17,25,./OphNet_trimmed_videos/case_0984/case_0984_1.mp4
case_0984,31,42.76,train,1,51,106,./OphNet_trimmed_videos/case_0984/case_0984_2.mp4
case_0984,42.76,57.2,train,1,15,39,./OphNet_trimmed_videos/case_0984/case_0984_3.mp4
case_0984,57.2,102,train,1,15,40,./OphNet_trimmed_videos/case_0984/case_0984_4.mp4
case_0984,102,107.6,train,1,15,34,./OphNet_trimmed_videos/case_0984/case_0984_5.mp4
case_0984,107.6,108.76,train,1,12,16,./OphNet_trimmed_videos/case_0984/case_0984_6.mp4
case_0984,108.76,118.4,train,1,12,26,./OphNet_trimmed_videos/case_0984/case_0984_7.mp4
case_0984,118.4,123.16,train,1,0,0,./OphNet_trimmed_videos/case_0984/case_0984_8.mp4
case_0984,123.16,163.28,train,1,7,3,./OphNet_trimmed_videos/case_0984/case_0984_9.mp4
case_0984,163.28,175.36,train,1,1,10,./OphNet_trimmed_videos/case_0984/case_0984_10.mp4
case_0984,175.36,180,train,1,1,20,./OphNet_trimmed_videos/case_0984/case_0984_11.mp4
case_0984,180,201.18,train,1,6,73,./OphNet_trimmed_videos/case_0984/case_0984_12.mp4
